invoice_and_item_number,date,store_number,store_name,address,city,county,zip_code,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,year,month,month_name,quarter,day_of_week,margin_per_bottle,margin_pct,price_per_liter
INV-081530199,2026-04-06,5143,Marshall Beer Wine Spirits,9276 Park Blvd,Davenport,Scott,50009,1012100,Straight Bourbon Whiskies,537,E & J Gallo Winery,94012,Jack Daniels Tennessee Whiskey,6,1000,102.25,153.38,1,153.38,1.0,0.26,2026,4,Apr,2,Monday,51.13,33.34,153.38
INV-076514912,2026-03-28,6922,Costco Wholesale #788 / Wdm,8574 Main St,Dewitt,Clinton,52955,1031200,Canadian Whiskies,329,Beam Suntory,16155,Bacardi Superior Rum,6,1000,82.74,124.11,8,992.88,8.0,2.11,2026,3,Mar,1,Saturday,41.37,33.33,124.11
INV-013405363,2026-02-05,4696,Kwik Spirits #1191 / Fort Dodge,7043 Main St,Waterloo,Black Hawk,51024,1082200,American Schnapps,301,Heaven Hill Brands,31558,Tito'S Handmade Vodka,6,1750,42.49,63.73,10,637.3,17.5,4.62,2026,2,Feb,1,Thursday,21.24,33.33,36.42
INV-054869326,2026-02-12,5102,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,4149 Main St,Cedar Rapids,Linn,51940,1041200,Mixto Tequila,344,Sazerac Company Inc,54669,Johnnie Walker Black Label,6,1750,72.53,108.8,11,1196.8,19.25,5.09,2026,2,Feb,1,Thursday,36.27,33.34,62.17
INV-093932889,2026-04-17,8314,Costco Wholesale #788 / Wdm,9585 Main St,Dewitt,Clinton,50351,1031200,Canadian Whiskies,162,Pernod Ricard Usa,14370,Jack Daniels Tennessee Whiskey,24,375,75.68,113.52,2,227.04,0.75,0.2,2026,4,Apr,2,Friday,37.84,33.33,302.72
INV-067960448,2026-02-18,2077,Another Round / Dewitt,1768 Main St,Cedar Falls,Black Hawk,52291,1011400,American Flavored Vodka,153,Hy-Vee Inc,48655,Fireball Cinnamon Whiskey,6,1750,38.62,57.93,11,637.23,19.25,5.09,2026,2,Feb,1,Wednesday,19.31,33.33,33.1
INV-011423586,2026-04-19,8428,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,6390 Park Blvd,Iowa City,Johnson,51754,1032100,Irish Whiskies,735,E & J Gallo Winery,91163,Bacardi Superior Rum,24,750,95.24,142.86,10,1428.6,7.5,1.98,2026,4,Apr,2,Sunday,47.62,33.33,190.48
INV-011649345,2026-01-13,2106,Hy-Vee #3 / Bdi / Des Moines,9813 Oak Ave,Ames,Story,52348,1011400,American Flavored Vodka,229,Brown Forman,93540,Woodford Reserve,24,1000,25.92,38.88,2,77.76,2.0,0.53,2026,1,Jan,1,Tuesday,12.96,33.33,38.88
INV-018118989,2026-03-07,3091,Sam'S Club 6472 / Council Bluffs,5206 Park Blvd,Sioux City,Woodbury,52102,1071000,Imported Cordials & Liqueurs,767,Brown Forman,56890,Evan Williams Bourbon,6,1750,31.83,47.74,1,47.74,1.75,0.46,2026,3,Mar,1,Saturday,15.91,33.33,27.28
INV-059503523,2026-02-09,1132,Hiway 20 Liquor And Tobacco / Webster City,8581 Oak Ave,Cedar Falls,Black Hawk,50235,1075300,Brandy,343,Hy-Vee Inc,76467,Jose Cuervo Especial Gold,12,1750,73.79,110.69,5,553.45,8.75,2.31,2026,2,Feb,1,Monday,36.9,33.34,63.25
INV-019180999,2026-04-15,6595,Central City 2,3202 Park Blvd,Dewitt,Clinton,52846,1051200,Rum,808,Beam Suntory,71263,Smirnoff Vodka,6,750,78.12,117.18,4,468.72,3.0,0.79,2026,4,Apr,2,Wednesday,39.06,33.33,156.24
INV-015662934,2026-03-18,9125,Costco Wholesale #788 / Wdm,3694 Main St,Dewitt,Clinton,52617,1011400,American Flavored Vodka,328,E & J Gallo Winery,40182,Patron Silver,12,1750,22.41,33.62,8,268.96,14.0,3.7,2026,3,Mar,1,Wednesday,11.21,33.34,19.21
INV-058696493,2026-03-01,1162,Casey'S General Store #2212 / Cedar Rapids,1308 Elm Rd,West Des Moines,Polk,50123,1012200,Tennessee Whiskies,668,Heaven Hill Brands,25098,Hennessy Cognac,12,750,24.96,37.44,1,37.44,0.75,0.2,2026,3,Mar,1,Sunday,12.48,33.33,49.92
INV-033373562,2026-01-19,4587,I-80 Liquor / Council Bluffs,4392 Oak Ave,Ankeny,Polk,51392,1041200,Mixto Tequila,967,E & J Gallo Winery,82680,Smirnoff Vodka,6,375,26.7,40.05,5,200.25,1.88,0.5,2026,1,Jan,1,Monday,13.35,33.33,106.52
INV-060858151,2026-02-01,2818,Hy-Vee #3 / Bdi / Des Moines,5644 Oak Ave,West Des Moines,Polk,51250,1051100,Spiced Rum,567,Hy-Vee Inc,41476,Absolut Vodka,6,375,100.36,150.54,3,451.62,1.12,0.3,2026,2,Feb,1,Sunday,50.18,33.33,403.23
INV-027554964,2026-02-17,4107,Wall To Wall Wine And Spirits / West Des Moines,3240 Park Blvd,Ames,Story,52845,1031100,Blended Whiskies,483,Pernod Ricard Usa,51674,Evan Williams Bourbon,24,1750,11.12,16.68,3,50.04,5.25,1.39,2026,2,Feb,1,Tuesday,5.56,33.33,9.53
INV-053980546,2026-03-18,5049,Wilkie Liquors,972 Elm Rd,Ames,Story,50518,1082200,American Schnapps,971,Sazerac Company Inc,76619,Evan Williams Bourbon,24,750,37.77,56.66,3,169.98,2.25,0.59,2026,3,Mar,1,Wednesday,18.89,33.34,75.55
INV-078338099,2026-03-16,7131,Another Round / Dewitt,8268 Park Blvd,West Des Moines,Polk,50734,1033100,Single Malt Scotch,429,Brown Forman,59005,Evan Williams Bourbon,6,375,62.75,94.12,11,1035.32,4.12,1.09,2026,3,Mar,1,Monday,31.37,33.33,251.29
INV-097206259,2026-03-09,1599,Casey'S General Store #2212 / Cedar Rapids,3494 Oak Ave,Mason City,Cerro Gordo,50832,1033100,Single Malt Scotch,562,Brown Forman,40721,Absolut Vodka,24,1750,110.82,166.23,10,1662.3,17.5,4.62,2026,3,Mar,1,Monday,55.41,33.33,94.99
INV-028029509,2026-02-20,2376,Sam'S Club 6472 / Council Bluffs,4934 Park Blvd,Council Bluffs,Pottawattamie,52126,1012200,Tennessee Whiskies,460,Beam Suntory,40169,Jameson Irish Whiskey,12,750,33.15,49.72,2,99.44,1.5,0.4,2026,2,Feb,1,Friday,16.57,33.33,66.29
INV-059326617,2026-03-16,9151,Maverik #5266 / Des Moines,5294 Elm Rd,Ankeny,Polk,51567,1031200,Canadian Whiskies,125,E & J Gallo Winery,33536,Malibu Coconut Rum,12,1750,57.97,86.95,7,608.65,12.25,3.24,2026,3,Mar,1,Monday,28.98,33.33,49.69
INV-020490324,2026-02-26,5528,Another Round / Dewitt,3831 Main St,Council Bluffs,Pottawattamie,50486,1011200,Imported Vodkas,173,Heaven Hill Brands,57216,Black Velvet,24,1000,63.24,94.86,11,1043.46,11.0,2.91,2026,2,Feb,1,Thursday,31.62,33.33,94.86
INV-046838009,2026-01-05,4123,Costco Wholesale #788 / Wdm,9996 Oak Ave,West Des Moines,Polk,52934,1051200,Rum,857,Southern Glazer'S Wine And Spirits Of Iowa,81188,Malibu Coconut Rum,12,1000,90.32,135.48,11,1490.28,11.0,2.91,2026,1,Jan,1,Monday,45.16,33.33,135.48
INV-011595945,2026-04-27,8733,Hy-Vee #3 Food & Drugstore / Davenport,8499 Oak Ave,Des Moines,Polk,51629,1071000,Imported Cordials & Liqueurs,333,Luxco Inc,39743,Smirnoff Vodka,12,1750,99.25,148.88,11,1637.68,19.25,5.09,2026,4,Apr,2,Monday,49.63,33.34,85.07
INV-021526062,2026-04-03,6129,Wilkie Liquors,3177 Park Blvd,Ankeny,Polk,52859,1012200,Tennessee Whiskies,527,Pernod Ricard Usa,37470,Jameson Irish Whiskey,24,1750,98.38,147.57,6,885.42,10.5,2.77,2026,4,Apr,2,Friday,49.19,33.33,84.33
INV-011299382,2026-02-26,9188,Hiway 20 Liquor And Tobacco / Webster City,5910 Elm Rd,Dewitt,Clinton,50924,1071000,Cocktails/Rtd,529,Sazerac Company Inc,65799,Smirnoff Vodka,24,750,105.29,157.94,5,789.7,3.75,0.99,2026,2,Feb,1,Thursday,52.65,33.34,210.59
INV-030628088,2026-03-29,6410,Hiway 20 Liquor And Tobacco / Webster City,9409 Park Blvd,Coralville,Johnson,51562,1032100,Irish Whiskies,309,Luxco Inc,61201,Malibu Coconut Rum,24,375,94.99,142.48,3,427.44,1.12,0.3,2026,3,Mar,1,Sunday,47.49,33.33,381.64
INV-050888822,2026-01-09,2527,I-80 Liquor / Council Bluffs,2908 Main St,Iowa City,Johnson,52765,1051200,Rum,666,Brown Forman,33283,Jim Beam Bourbon,24,1000,115.57,173.35,11,1906.85,11.0,2.91,2026,1,Jan,1,Friday,57.78,33.33,173.35
INV-098525972,2026-01-05,9591,Wall To Wall Wine And Spirits / West Des Moines,1246 Park Blvd,Des Moines,Polk,50236,1033100,Single Malt Scotch,477,Southern Glazer'S Wine And Spirits Of Iowa,77964,Black Velvet,12,1750,27.49,41.23,5,206.15,8.75,2.31,2026,1,Jan,1,Monday,13.74,33.33,23.56
INV-019229212,2026-01-02,7373,Sam'S Club 6472 / Council Bluffs,3482 Oak Ave,Sioux City,Woodbury,50843,1051100,Spiced Rum,417,Beam Suntory,66649,Crown Royal Canadian Whisky,6,375,66.0,99.0,8,792.0,3.0,0.79,2026,1,Jan,1,Friday,33.0,33.33,264.0
INV-069825080,2026-04-15,2048,Hy-Vee #3 Food & Drugstore / Davenport,6641 Oak Ave,Davenport,Scott,52154,1033100,Single Malt Scotch,436,E & J Gallo Winery,84609,Captain Morgan Spiced Rum,12,1750,27.0,40.5,3,121.5,5.25,1.39,2026,4,Apr,2,Wednesday,13.5,33.33,23.14
INV-056544270,2026-04-23,5873,Kwik Spirits #1191 / Fort Dodge,6507 Oak Ave,Ankeny,Polk,51701,1033100,Single Malt Scotch,355,E & J Gallo Winery,33537,Fireball Cinnamon Whiskey,12,375,78.79,118.19,8,945.52,3.0,0.79,2026,4,Apr,2,Thursday,39.4,33.34,315.17
INV-042171352,2026-04-26,3587,Sam'S Club 6344 / Windsor Heights,4585 Elm Rd,Ankeny,Polk,52731,1082200,American Schnapps,168,Hy-Vee Inc,38476,Jameson Irish Whiskey,12,375,84.89,127.34,1,127.34,0.38,0.1,2026,4,Apr,2,Sunday,42.45,33.34,335.11
INV-065042162,2026-04-27,8388,Hiway 20 Liquor And Tobacco / Webster City,2800 Elm Rd,Iowa City,Johnson,50850,1033100,Single Malt Scotch,618,Diageo Americas,15850,Smirnoff Vodka,6,375,62.26,93.39,6,560.34,2.25,0.59,2026,4,Apr,2,Monday,31.13,33.33,249.04
INV-043635732,2026-03-01,2878,Kwik Spirits #1191 / Fort Dodge,2336 Elm Rd,Cedar Rapids,Linn,52746,1011100,American Vodkas,866,Beam Suntory,70849,Malibu Coconut Rum,6,1750,49.71,74.56,1,74.56,1.75,0.46,2026,3,Mar,1,Sunday,24.85,33.33,42.61
INV-031658249,2026-03-04,3794,Another Round / Dewitt,395 Main St,Cedar Rapids,Linn,50726,1071000,Cocktails/Rtd,401,Pernod Ricard Usa,26272,Jack Daniels Tennessee Whiskey,6,1750,58.35,87.53,5,437.65,8.75,2.31,2026,3,Mar,1,Wednesday,29.18,33.34,50.02
INV-014623108,2026-03-10,9721,Another Round / Dewitt,3641 Park Blvd,Davenport,Scott,52854,1032100,Irish Whiskies,148,Sazerac Company Inc,93203,Absolut Vodka,12,750,45.22,67.83,4,271.32,3.0,0.79,2026,3,Mar,1,Tuesday,22.61,33.33,90.44
INV-060653170,2026-04-14,4305,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,4191 Elm Rd,Ames,Story,50978,1041100,Gin,304,Beam Suntory,21978,Patron Silver,6,1750,73.19,109.78,1,109.78,1.75,0.46,2026,4,Apr,2,Tuesday,36.59,33.33,62.73
INV-099135168,2026-01-03,3750,Hy-Vee #3 / Bdi / Des Moines,2836 Main St,Des Moines,Polk,51703,1082200,American Schnapps,624,Heaven Hill Brands,24114,Captain Morgan Spiced Rum,6,375,115.19,172.78,2,345.56,0.75,0.2,2026,1,Jan,1,Saturday,57.59,33.33,460.75
INV-026214033,2026-04-15,4807,Hiway 20 Liquor And Tobacco / Webster City,3602 Main St,Sioux City,Woodbury,51461,1011400,American Flavored Vodka,431,Southern Glazer'S Wine And Spirits Of Iowa,32756,Evan Williams Bourbon,24,750,49.52,74.28,7,519.96,5.25,1.39,2026,4,Apr,2,Wednesday,24.76,33.33,99.04
INV-047373949,2026-01-02,7045,Costco Wholesale #788 / Wdm,819 Main St,Ames,Story,50896,1032100,Irish Whiskies,520,Sazerac Company Inc,49522,Hennessy Cognac,12,750,29.14,43.71,11,480.81,8.25,2.18,2026,1,Jan,1,Friday,14.57,33.33,58.28
INV-062152370,2026-04-09,3177,Hiway 20 Liquor And Tobacco / Webster City,5540 Oak Ave,Cedar Rapids,Linn,52603,1033100,Single Malt Scotch,879,E & J Gallo Winery,51676,Crown Royal Canadian Whisky,6,1000,73.38,110.07,11,1210.77,11.0,2.91,2026,4,Apr,2,Thursday,36.69,33.33,110.07
INV-041195619,2026-04-19,9248,Costco Wholesale #788 / Wdm,9725 Main St,Cedar Rapids,Linn,50953,1033100,Single Malt Scotch,121,Sazerac Company Inc,90786,Evan Williams Bourbon,12,1750,63.03,94.55,12,1134.6,21.0,5.55,2026,4,Apr,2,Sunday,31.52,33.34,54.03
INV-049810955,2026-04-08,4309,Wilkie Liquors,2584 Park Blvd,Council Bluffs,Pottawattamie,50838,1041100,100% Agave Tequila,757,Beam Suntory,14968,Jack Daniels Tennessee Whiskey,6,375,19.53,29.3,8,234.4,3.0,0.79,2026,4,Apr,2,Wednesday,9.77,33.34,78.13
INV-079910371,2026-01-31,7797,Costco Wholesale #788 / Wdm,4826 Main St,Mason City,Cerro Gordo,50939,1071000,Cocktails/Rtd,967,Hy-Vee Inc,53420,Absolut Vodka,24,1000,95.18,142.77,1,142.77,1.0,0.26,2026,1,Jan,1,Saturday,47.59,33.33,142.77
INV-053169386,2026-02-13,4007,Hiway 20 Liquor And Tobacco / Webster City,7347 Main St,West Des Moines,Polk,50265,1011200,Imported Vodkas,990,Sazerac Company Inc,74440,Jack Daniels Tennessee Whiskey,24,750,105.17,157.75,9,1419.75,6.75,1.78,2026,2,Feb,1,Friday,52.58,33.33,210.33
INV-041717008,2026-01-09,9313,Benz Distributing,1380 Park Blvd,Des Moines,Polk,52970,1012200,Tennessee Whiskies,578,Southern Glazer'S Wine And Spirits Of Iowa,50824,Jose Cuervo Especial Gold,6,375,72.54,108.81,4,435.24,1.5,0.4,2026,1,Jan,1,Friday,36.27,33.33,290.16
INV-095309294,2026-01-22,4299,Sam'S Club 6472 / Council Bluffs,4554 Park Blvd,West Des Moines,Polk,50328,1012200,Tennessee Whiskies,468,Hy-Vee Inc,62198,Evan Williams Bourbon,12,750,36.74,55.11,8,440.88,6.0,1.59,2026,1,Jan,1,Thursday,18.37,33.33,73.48
INV-012658997,2026-02-18,7249,Kwik Spirits #1191 / Fort Dodge,7102 Main St,Ankeny,Polk,51230,1051100,Spiced Rum,709,Beam Suntory,80411,Woodford Reserve,6,1750,98.98,148.47,8,1187.76,14.0,3.7,2026,2,Feb,1,Wednesday,49.49,33.33,84.84
INV-085449435,2026-01-20,8878,Wall To Wall Wine And Spirits / West Des Moines,1278 Elm Rd,Mason City,Cerro Gordo,50560,1051200,Rum,832,Luxco Inc,71506,Hennessy Cognac,12,1750,56.34,84.51,7,591.57,12.25,3.24,2026,1,Jan,1,Tuesday,28.17,33.33,48.29
INV-062968985,2026-01-26,7113,I-80 Liquor / Council Bluffs,6392 Park Blvd,Cedar Falls,Black Hawk,51261,1062300,Whiskey Liqueur,756,Sazerac Company Inc,87110,Tito'S Handmade Vodka,12,1000,50.63,75.95,7,531.65,7.0,1.85,2026,1,Jan,1,Monday,25.32,33.34,75.95
INV-056785439,2026-01-10,9349,Central City 2,8105 Elm Rd,Cedar Falls,Black Hawk,52853,1082200,American Schnapps,159,Diageo Americas,95315,Hennessy Cognac,6,750,92.38,138.57,5,692.85,3.75,0.99,2026,1,Jan,1,Saturday,46.19,33.33,184.76
INV-013792466,2026-02-19,3422,Wilkie Liquors,4381 Park Blvd,Mason City,Cerro Gordo,52790,1082200,American Schnapps,250,Southern Glazer'S Wine And Spirits Of Iowa,43330,Johnnie Walker Black Label,12,375,77.01,115.52,11,1270.72,4.12,1.09,2026,2,Feb,1,Thursday,38.51,33.34,308.43
INV-063373950,2026-02-01,2316,Wall To Wall Wine And Spirits / West Des Moines,8595 Oak Ave,Ames,Story,51733,1075300,Brandy,269,Sazerac Company Inc,65950,Jim Beam Bourbon,24,375,86.4,129.6,7,907.2,2.62,0.69,2026,2,Feb,1,Sunday,43.2,33.33,346.26
INV-021928391,2026-02-02,2790,Hiway 20 Liquor And Tobacco / Webster City,9481 Elm Rd,Waterloo,Black Hawk,50585,1041200,Mixto Tequila,375,Beam Suntory,37462,Jameson Irish Whiskey,24,1000,51.45,77.18,12,926.16,12.0,3.17,2026,2,Feb,1,Monday,25.73,33.34,77.18
INV-066081482,2026-04-30,9600,Hy-Vee #3 Food & Drugstore / Davenport,6929 Elm Rd,Mason City,Cerro Gordo,51766,1032100,Irish Whiskies,274,Sazerac Company Inc,33121,Crown Royal Canadian Whisky,6,1750,14.79,22.18,12,266.16,21.0,5.55,2026,4,Apr,2,Thursday,7.39,33.32,12.67
INV-086113817,2026-02-17,4482,Benz Distributing,3141 Oak Ave,Mason City,Cerro Gordo,50242,1051100,Spiced Rum,867,Southern Glazer'S Wine And Spirits Of Iowa,33950,Johnnie Walker Black Label,24,750,114.0,171.0,8,1368.0,6.0,1.59,2026,2,Feb,1,Tuesday,57.0,33.33,228.0
INV-021503407,2026-04-14,7188,Sam'S Club 6472 / Council Bluffs,2142 Elm Rd,Council Bluffs,Pottawattamie,50264,1012200,Tennessee Whiskies,450,Brown Forman,13888,Evan Williams Bourbon,24,375,22.85,34.28,5,171.4,1.88,0.5,2026,4,Apr,2,Tuesday,11.43,33.34,91.17
INV-099298044,2026-03-16,1685,Casey'S General Store #2212 / Cedar Rapids,1686 Oak Ave,Ankeny,Polk,52140,1011200,Imported Vodkas,910,Diageo Americas,10951,Tito'S Handmade Vodka,12,375,91.08,136.62,1,136.62,0.38,0.1,2026,3,Mar,1,Monday,45.54,33.33,359.53
INV-056047075,2026-02-18,6164,Marshall Beer Wine Spirits,4025 Elm Rd,Coralville,Johnson,52725,1041100,Gin,508,Brown Forman,59602,Johnnie Walker Black Label,24,1000,53.53,80.3,6,481.8,6.0,1.59,2026,2,Feb,1,Wednesday,26.77,33.34,80.3
INV-013446768,2026-03-20,3013,Costco Wholesale #788 / Wdm,8793 Elm Rd,Sioux City,Woodbury,52865,1031200,Canadian Whiskies,869,Diageo Americas,42576,Tito'S Handmade Vodka,24,1750,50.31,75.47,3,226.41,5.25,1.39,2026,3,Mar,1,Friday,25.16,33.34,43.13
INV-012232081,2026-02-17,6901,Casey'S General Store #2212 / Cedar Rapids,849 Elm Rd,Dubuque,Dubuque,52777,1071000,Cocktails/Rtd,554,Pernod Ricard Usa,40612,Bacardi Superior Rum,6,750,118.39,177.59,6,1065.54,4.5,1.19,2026,2,Feb,1,Tuesday,59.2,33.34,236.79
INV-061654839,2026-03-19,5814,Another Round / Dewitt,3296 Oak Ave,Iowa City,Johnson,52131,1033100,Single Malt Scotch,997,Heaven Hill Brands,84959,Bacardi Superior Rum,24,1750,103.35,155.02,2,310.04,3.5,0.92,2026,3,Mar,1,Thursday,51.67,33.33,88.58
INV-032555671,2026-04-11,8311,Benz Distributing,1995 Park Blvd,Des Moines,Polk,52715,1041100,Gin,653,Brown Forman,41575,Black Velvet,24,1000,119.57,179.35,8,1434.8,8.0,2.11,2026,4,Apr,2,Saturday,59.78,33.33,179.35
INV-061471131,2026-02-01,5593,Another Round / Dewitt,3710 Elm Rd,Davenport,Scott,52728,1012200,Tennessee Whiskies,587,Diageo Americas,97897,Bacardi Superior Rum,6,375,111.73,167.59,6,1005.54,2.25,0.59,2026,2,Feb,1,Sunday,55.86,33.33,446.91
INV-018679461,2026-01-16,6623,Hiway 20 Liquor And Tobacco / Webster City,6276 Park Blvd,Cedar Falls,Black Hawk,52679,1062300,Whiskey Liqueur,757,Brown Forman,83649,Black Velvet,6,1000,112.05,168.07,10,1680.7,10.0,2.64,2026,1,Jan,1,Friday,56.02,33.33,168.07
INV-055665951,2026-04-20,4082,Wilkie Liquors,2002 Elm Rd,Coralville,Johnson,50522,1082200,American Schnapps,973,Southern Glazer'S Wine And Spirits Of Iowa,51074,Absolut Vodka,12,375,13.71,20.57,2,41.14,0.75,0.2,2026,4,Apr,2,Monday,6.86,33.35,54.85
INV-058992670,2026-02-18,3069,Hy-Vee #3 / Bdi / Des Moines,8615 Oak Ave,Mason City,Cerro Gordo,50437,1075300,Brandy,504,Luxco Inc,11204,Fireball Cinnamon Whiskey,12,750,117.65,176.48,6,1058.88,4.5,1.19,2026,2,Feb,1,Wednesday,58.83,33.34,235.31
INV-048036341,2026-03-10,3389,Benz Distributing,662 Elm Rd,Sioux City,Woodbury,51266,1071000,Cocktails/Rtd,614,Luxco Inc,26182,Jack Daniels Tennessee Whiskey,24,1750,56.6,84.9,10,849.0,17.5,4.62,2026,3,Mar,1,Tuesday,28.3,33.33,48.51
INV-030495346,2026-02-05,4450,I-80 Liquor / Council Bluffs,3787 Main St,Ankeny,Polk,50734,1075300,Brandy,977,Brown Forman,73898,Patron Silver,6,1750,117.8,176.7,6,1060.2,10.5,2.77,2026,2,Feb,1,Thursday,58.9,33.33,100.97
INV-056748995,2026-04-04,7412,Wall To Wall Wine And Spirits / West Des Moines,6507 Main St,Council Bluffs,Pottawattamie,52163,1032100,Irish Whiskies,844,Sazerac Company Inc,47098,Maker'S Mark Bourbon,12,1750,52.71,79.06,8,632.48,14.0,3.7,2026,4,Apr,2,Saturday,26.35,33.33,45.18
INV-017264306,2026-02-06,5981,Hiway 20 Liquor And Tobacco / Webster City,7596 Oak Ave,Mason City,Cerro Gordo,52365,1012200,Tennessee Whiskies,240,Beam Suntory,67918,Jim Beam Bourbon,12,750,91.14,136.71,10,1367.1,7.5,1.98,2026,2,Feb,1,Friday,45.57,33.33,182.28
INV-087266743,2026-03-31,2670,Benz Distributing,2518 Park Blvd,Council Bluffs,Pottawattamie,51750,1033100,Single Malt Scotch,795,Southern Glazer'S Wine And Spirits Of Iowa,32049,Captain Morgan Spiced Rum,24,750,79.37,119.06,6,714.36,4.5,1.19,2026,3,Mar,1,Tuesday,39.69,33.34,158.75
INV-055430797,2026-04-29,8107,Sam'S Club 8162 / Cedar Rapids,2534 Park Blvd,Cedar Rapids,Linn,51004,1031200,Canadian Whiskies,134,Brown Forman,25571,Crown Royal Canadian Whisky,6,375,117.7,176.55,11,1942.05,4.12,1.09,2026,4,Apr,2,Wednesday,58.85,33.33,471.37
INV-098384904,2026-01-31,2468,Hy-Vee #3 Food & Drugstore / Davenport,7696 Park Blvd,Ankeny,Polk,51128,1032100,Irish Whiskies,747,E & J Gallo Winery,95615,Crown Royal Canadian Whisky,24,1750,118.97,178.45,11,1962.95,19.25,5.09,2026,1,Jan,1,Saturday,59.48,33.33,101.97
INV-040190270,2026-02-26,1377,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,9714 Park Blvd,Des Moines,Polk,51122,1031100,Blended Whiskies,810,Diageo Americas,22393,Black Velvet,12,375,78.22,117.33,9,1055.97,3.38,0.89,2026,2,Feb,1,Thursday,39.11,33.33,312.42
INV-018522597,2026-04-12,9806,Sam'S Club 6344 / Windsor Heights,3129 Park Blvd,Davenport,Scott,52871,1075300,Brandy,120,Brown Forman,61615,Bacardi Superior Rum,24,1000,18.09,27.13,6,162.78,6.0,1.59,2026,4,Apr,2,Sunday,9.04,33.32,27.13
INV-034248334,2026-03-13,3948,Maverik #5266 / Des Moines,187 Park Blvd,Coralville,Johnson,51288,1051200,Rum,225,Brown Forman,15130,Black Velvet,6,375,116.0,174.0,2,348.0,0.75,0.2,2026,3,Mar,1,Friday,58.0,33.33,464.0
INV-077934076,2026-01-17,5891,Wall To Wall Wine And Spirits / West Des Moines,6056 Oak Ave,West Des Moines,Polk,51733,1075300,Brandy,773,Diageo Americas,10011,Maker'S Mark Bourbon,6,1000,13.36,20.04,2,40.08,2.0,0.53,2026,1,Jan,1,Saturday,6.68,33.33,20.04
INV-052001565,2026-02-01,9563,Maverik #5266 / Des Moines,5869 Oak Ave,Des Moines,Polk,52818,1041200,Mixto Tequila,201,Luxco Inc,96850,Maker'S Mark Bourbon,6,1750,70.73,106.09,12,1273.08,21.0,5.55,2026,2,Feb,1,Sunday,35.36,33.33,60.62
INV-084097665,2026-04-15,4539,Central City 2,9795 Elm Rd,West Des Moines,Polk,51137,1031200,Canadian Whiskies,231,Southern Glazer'S Wine And Spirits Of Iowa,91567,Jose Cuervo Especial Gold,6,1000,115.04,172.56,10,1725.6,10.0,2.64,2026,4,Apr,2,Wednesday,57.52,33.33,172.56
INV-067088619,2026-02-24,3346,Marshall Beer Wine Spirits,8880 Oak Ave,Waterloo,Black Hawk,50290,1012100,Straight Bourbon Whiskies,744,Luxco Inc,45310,Hennessy Cognac,12,750,56.63,84.95,5,424.75,3.75,0.99,2026,2,Feb,1,Tuesday,28.32,33.34,113.27
INV-068200448,2026-03-23,7208,Sam'S Club 8162 / Cedar Rapids,524 Oak Ave,Mason City,Cerro Gordo,50318,1012200,Tennessee Whiskies,376,E & J Gallo Winery,26334,Woodford Reserve,12,750,99.21,148.81,6,892.86,4.5,1.19,2026,3,Mar,1,Monday,49.6,33.33,198.41
INV-046675397,2026-03-10,3397,Hiway 20 Liquor And Tobacco / Webster City,3798 Elm Rd,Ames,Story,50041,1041100,100% Agave Tequila,200,Beam Suntory,59434,Black Velvet,24,1000,13.87,20.8,6,124.8,6.0,1.59,2026,3,Mar,1,Tuesday,6.93,33.32,20.8
INV-022823236,2026-01-29,9666,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,5816 Elm Rd,Cedar Rapids,Linn,52260,1032100,Irish Whiskies,377,Hy-Vee Inc,89621,Woodford Reserve,24,1000,99.19,148.78,8,1190.24,8.0,2.11,2026,1,Jan,1,Thursday,49.59,33.33,148.78
INV-084044121,2026-01-13,7597,Costco Wholesale #788 / Wdm,7912 Oak Ave,Davenport,Scott,51062,1031200,Canadian Whiskies,109,Beam Suntory,77314,Crown Royal Canadian Whisky,24,1000,82.47,123.7,9,1113.3,9.0,2.38,2026,1,Jan,1,Tuesday,41.23,33.33,123.7
INV-059680785,2026-04-02,5081,Benz Distributing,6952 Park Blvd,Ames,Story,50750,1062300,Whiskey Liqueur,549,Hy-Vee Inc,56399,Hennessy Cognac,6,1000,110.5,165.75,11,1823.25,11.0,2.91,2026,4,Apr,2,Thursday,55.25,33.33,165.75
INV-051025192,2026-04-13,7660,Hy-Vee #3 Food & Drugstore / Davenport,5223 Main St,Waterloo,Black Hawk,52600,1071000,Cocktails/Rtd,181,Luxco Inc,20052,Bacardi Superior Rum,12,750,77.55,116.32,2,232.64,1.5,0.4,2026,4,Apr,2,Monday,38.77,33.33,155.09
INV-011435415,2026-04-04,7946,Wall To Wall Wine And Spirits / West Des Moines,8434 Oak Ave,Cedar Rapids,Linn,51965,1011200,Imported Vodkas,609,E & J Gallo Winery,77503,Fireball Cinnamon Whiskey,24,375,36.8,55.2,8,441.6,3.0,0.79,2026,4,Apr,2,Saturday,18.4,33.33,147.2
